Numer KRS,Regon,Nip,Nazwa firmy,Forma prawna,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer domu,Numer lokalu,Kod pocztowy,Poczta,Numer kierunkowy 1,Telefon 1,Numer kierunkowy 2,Telefon 2,Kierunowy fax,Fax,Kapitał,Data rozpoczęcia działalności,Data powstania,Adres WWW,Adres Email,Główny PKD,Zatrudnienie,PKD 1,PKD 2,PKD 3,Pierwsze imię,Drugie imię,Nazwisko lub Nazwa ,Nazwisko drugi człon,Funkcja,Data wpisania,Column1
i2820808,1033361,6861001582,GMINNY OŚRODEK KULTURY BIBLIOTEK PROMOCJI I WYPOCZYNKU W DYDNI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,BRZOZOWSKI,DYDNIA,DYDNIA,,84,,36-204,DYDNIA,,134303036,,,,134303194,0,2/21/1983,1/1/2000,,gok_dydnia@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820810,1033349,6861518256,CENTRUM KULTURY I BIBLIOTEKA PUBLICZNA W JASIENICY ROSIELNEJ,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,BRZOZOWSKI,JASIENICA ROSIELNA,JASIENICA ROSIELNA,,331,,36-220,JASIENICA ROSIELNA,,134306333,,,,,0,2/22/1983,3/1/1995,,gokjasienica@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3367544,180779280,6842632442,GMINNY OŚRODEK KULTURY I CZYTELNICTWA W JAŚLISKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,KROŚNIEŃSKI,JAŚLISKA,JAŚLISKA,,30,,38-485,JAŚLISKA,,134310581,,,,134310593,0,12/1/2011,11/3/2011,www.gok-jasliska.pl/,gbpjasliska@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820924,370494449,6842206573,GMINNY OŚRODEK KULTURY I REKREACJI W WOJASZÓWCE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,KROŚNIEŃSKI,WOJASZÓWKA,ODRZYKOŃ,UL. WŁADYSŁAWA JAGIEŁŁY,1,,38-406,ODRZYKOŃ,,134311758,,,,,0,3/6/2000,3/6/2000,,gokirodrzykon@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2382349,630652,6842158733,REGIONALNE CENTRUM KULTUR POGRANICZA,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,M. KROSNO,M. KROSNO,KROSNO,UL. KOLEJOWA,1,,38-400,KROSNO,,134321898,,,,,0,1/1/1976,1/1/1976,,rckp@rckp.krosno.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820938,370266085,6841744340,OŚRODEK KULTURY W DUKLI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,KROŚNIEŃSKI,DUKLA,DUKLA,UL. KOŚCIUSZKI,4,,38-450,DUKLA,,134330025,,,,,0,9/15/1995,1/1/2001,www.ok.dukla.pl,osrodekkultury@dukla.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820807,281743,6861426471,BRZOZOWSKI DOM KULTURY W BRZOZOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,BRZOZOWSKI,BRZOZÓW,BRZOZÓW,UL. ARMII KRAJOWEJ,3,,36-200,BRZOZÓW,,134341938,,,,,0,12/15/1975,9/12/2000,,dkbrzozow@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820811,370487969,6861489997,GMINNY OŚRODEK KULTURY W DOMARADZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,BRZOZOWSKI,DOMARADZ,DOMARADZ,,345,,36-230,DOMARADZ,,134347041,,,,,0,1/1/2000,1/1/1994,,gmina@domaradz.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820934,1033384,6842197489,CENTRUM KULTURY I CZYTELNICTWA W IWONICZU-ZDROJU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,KROŚNIEŃSKI,IWONICZ-ZDRÓJ,IWONICZ-ZDRÓJ,PL. JÓZEFA DIETLA,2,,38-440,IWONICZ-ZDRÓJ,,134350330,,,,,0,2/22/1983,2/5/2001,,gok@iwonicz-zdroj.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820941,370005657,6841715108,GMINNY OŚRODEK KULTURY W JEDLICZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,KROŚNIEŃSKI,JEDLICZE,JEDLICZE,UL. DR F. I Z. TOKARSKICH,22,,38-460,JEDLICZE,,134352081,,,,134352081,0,7/22/1991,1/1/2000,,gok@jedlicze.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4815393,387822802,6842659151,GMINNE CENTRUM KULTURY I BIBLIOTEKA W MIEJSCU PIASTOWYM,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,KROŚNIEŃSKI,MIEJSCE PIASTOWE,MIEJSCE PIASTOWE,UL. DUKIELSKA,2A,,38-430,MIEJSCE PIASTOWE,,134353074,,,,,0,1/4/2021,1/4/2021,,info.centrumkultury@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820926,371022267,6842269645,GMINNY OŚRODEK KULTURY W KORCZYNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,KROŚNIEŃSKI,KORCZYNA,KORCZYNA,UL. RYNEK,18A,,38-420,KORCZYNA,,134354384,,,,134354384,0,7/24/2001,7/23/2001,,gok@korczyna.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2382371,370333858,6841755378,GMINNY OŚRODEK KULTURY W RYMANOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,KROŚNIEŃSKI,RYMANÓW,RYMANÓW,UL. GRUNWALDZKA,11,,38-480,RYMANÓW,,134355067,,,,134355067,0,3/26/1991,3/26/1991,www.info.rymanow.pl,gok@rymanow.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4465861,385167546,6842655779,"GMINNE CENTRUM KULTURY, CZYTELNICTWA I SPORTU W CHORKÓWCE",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,KROŚNIEŃSKI,CHORKÓWKA,CHORKÓWKA,,175,,38-458,CHORKÓWKA,,134386957,,,13,4386957,0,1/2/2020,1/2/2020,,centrumkultury@chorkowka.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3372161,371000811,6861517860,GMINNY OŚRODEK KULTURY I WYPOCZYNKU W HACZOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,BRZOZOWSKI,HACZÓW,HACZÓW,,95,,36-213,HACZÓW,,134391057,,,,,0,12/11/2000,12/11/2000,www.republika.pl/gmhaczow,gokiw@haczow.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820812,1033533,6861456466,GMINNY OŚRODEK KULTURY W NOZDRZCU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,BRZOZOWSKI,NOZDRZEC,NOZDRZEC,,N/N,GMINNY OŚRODEK KULTURY,36-245,NOZDRZEC,,134398003,,,,,0,2/22/1983,7/29/1991,,goknozdrzec@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820904,180527331,6852292953,GMINNY OŚRODEK KULTURY I REKREACJI W KREMPNEJ,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,JASIELSKI,KREMPNA,KREMPNA,,85,,38-232,KREMPNA,,134414054,,,,134414045,0,4/30/1991,4/30/1991,www.krempna.pl,gokir@krempna.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4407321,370495153,6852024365,GMINNY OŚRODEK KULTURY W NOWYM ŻMIGRODZIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,JASIELSKI,NOWY ŻMIGRÓD,NOWY ŻMIGRÓD,UL. MICKIEWICZA,9,,38-230,NOWY ŻMIGRÓD,,134415215,,,,,0,3/3/1991,2/2/1991,,kontakt@goknowyzmigrod.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i5358600,523298606,6852348731,GMINNY OŚRODEK KULTURY I BIBLIOTEKA PUBLICZNA W OSIEKU JASIELSKIM,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,JASIELSKI,OSIEK JASIELSKI,OSIEK JASIELSKI,,9,,38-223,OSIEK JASIELSKI,,134420024,,,,,0,10/1/2022,10/3/2022,,gokibp@osiekjasielski.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2165164,281766,6851005710,JASIELSKI DOM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,JASIELSKI,JASŁO,JASŁO,UL. HUGONA KOŁŁĄTAJA,1,,38-200,JASŁO,,134435150,,,,134435150,0,12/15/1975,12/15/1975,www.jdkjaslo.pl,sekretariat@jdkjaslo.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'50-99, , , ,,,,,,,
i2820894,180570189,6852297695,GMINNY OŚRODEK KULTURY W TARNOWCU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,JASIELSKI,TARNOWIEC,TARNOWIEC,,30,,38-204,TARNOWIEC,,134436936,,,,134424011,0,6/1/2010,5/28/2010,www.tarnowiec.eu,bsmyka@ugtarnowiec.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820897,370450877,6852059783,GMINNE CENTRUM KULTURY I CZYTELNICTWA W BRZYSKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,JASIELSKI,BRZYSKA,BRZYSKA,,BN,,38-212,BRZYSKA,,134460105,,,,,0,1/2/1982,3/2/2001,,biblioteka_brzyska@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820899,180528260,6852292077,GMINNY OŚRODEK KULTURY W KOŁACZYCACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,JASIELSKI,KOŁACZYCE,BIEŹDZIEDZA,,100A,,38-214,BIEŹDZIEDZA,,134460258,,,,,0,1/4/2010,1/4/2010,,dyrektor@gokkolaczyce.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2165169,370014930,6851533455,MŁODZIEŻOWY DOM KULTURY W JAŚLE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,JASIELSKI,JASŁO,JASŁO,UL. JANA PAWŁA II,8A,,38-200,JASŁO,,134465925,,,,,0,6/4/1983,6/4/1983,,mdkjaslo@o2.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i3142803,492037708,7381840946,BIECKIE CENTRUM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,GORLICKI,BIECZ,BIECZ,UL. RYNEK,18,,38-340,BIECZ,,134471034,,,,,0,8/1/2000,3/1/1992,www.ok.biecz.pl,ok@biecz.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820909,121117777,7382111942,GMINNE CENTRUM KULTURY W LIPINKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,GORLICKI,LIPINKI,LIPINKI,,48A,,38-305,LIPINKI,,134477052,,,,,0,1/1/2010,1/1/2010,,gcklipinki@poczta.onet.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820906,1033438,6852054538,GMINNY OŚRODEK KULTURY I CZYTELNICTWA,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,JASIELSKI,SKOŁYSZYN,SKOŁYSZYN,,283,,38-242,SKOŁYSZYN,,134491089,,,,,0,2/22/1983,1/9/2001,www.gokicz.skolyszyn.pl/,gok@skolyszyn.pl,91.01.A - DZIAŁALNOŚĆ BIBLIOTEK,'1-9, , , ,,,,,,,
i2382377,180814036,6871956549,GMINNY OŚRODEK KULTURY W BESKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,SANOCKI,BESKO,BESKO,UL. STAROWIEJSKA,64,,38-524,BESKO,,134601292,,,,,0,12/1/2011,12/1/2011,,gok@besko.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2718759,1033591,6890000941,USTRZYCKI DOM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,BIESZCZADZKI,USTRZYKI DOLNE,USTRZYKI DOLNE,UL. 29 LISTOPADA,31,,38-700,USTRZYKI DOLNE,,134611322,,,,,0,2/22/1983,2/22/1983,www.ustrzyckidomkultury.pl/,sekretariat@ustrzyckidomkultury.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820963,371010169,6891181519,GMINNY DOM KULTURY W CZARNEJ,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,BIESZCZADZKI,CZARNA,CZARNA GÓRNA,,113,,38-710,CZARNA GÓRNA,,134619346,,,,,0,2/21/2001,1/4/2010,www.czarna.pl,czarna.gok@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820953,370447088,6871647417,GMINNY OŚRODEK KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,SANOCKI,TYRAWA WOŁOSKA,TYRAWA WOŁOSKA,,191,,38-535,TYRAWA WOŁOSKA,,134621250,,,,,0,3/3/1992,1/1/2000,,biblioteka.tyrawa@op.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820955,371166865,6871790497,MIEJSKO-GMINNY OŚRODEK KULTURY I SPORTU W ZAGÓRZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,SANOCKI,ZAGÓRZ,ZAGÓRZ,UL. PIŁSUDSKIEGO,37,,38-540,ZAGÓRZ,,134623059,,,,,0,12/31/2003,10/21/2003,www.mgokis-zagorz.pl,mgokiswzagorzu@poczta.onet.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2716873,281849,6871437507,SANOCKI DOM KULTURY IM.ADAMA MICKIEWICZA,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,SANOCKI,SANOK,SANOK,UL. ADAMA MICKIEWICZA,24,,38-500,SANOK,,134631042,,,,134634142,0,12/15/1975,12/15/1975,,sekretariatsdk@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i3596447,181036799,6871957974,MŁODZIEŻOWY DOM KULTURY W SANOKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,SANOCKI,SANOK,SANOK,UL. PLAC ŚW. MICHAŁA,6,,38-500,SANOK,,134631905,,,,134631905,0,11/1/2013,11/1/2013,www.mdk.sanok.pl,mdksanok@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820944,370489610,6871694865,GMINNY OŚRODEK KULTURY W SANOKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,SANOCKI,SANOK,SANOK,UL. KOŚCIUSZKI,23,,38-500,SANOK,,134656555,,,,,0,1/1/2000,12/31/1999,,gok@gminasanok.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820956,370997736,6871780458,GMINNY OŚRODEK KULTURY W KOMAŃCZY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,SANOCKI,KOMAŃCZA,KOMAŃCZA,,166,,38-543,KOMAŃCZA,,134677076,,,,,0,6/20/1996,11/10/2000,,gok@komancza.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820959,370856763,6881223966,GMINNY OŚRODEK KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,LESKI,BALIGRÓD,BALIGRÓD,UL. PLAC WOLNOŚCI,11,,38-606,BALIGRÓD,,134684004,,,,134684077,0,9/2/2000,9/2/2000,,turystyka@baligrod.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820960,1033272,6881231546,GMINNE CENTRUM KULTURY I EKOLOGII W CISNEJ,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,LESKI,CISNA,CISNA,,23,,38-607,CISNA,,134686465,,,,134686465,0,12/21/1999,12/21/1999,,informacja@cisna.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820961,1033421,6881003897,"GMINNY OŚRODEK KULTURY, SPORTU I TURYSTYKI W SOLINIE Z/S W POLAŃCZYKU",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,LESKI,SOLINA,POLAŃCZYK,UL. BIESZCZADZKA,18,,38-610,POLAŃCZYK,,134692495,,,,,0,2/22/1983,1/11/2001,www.esolina.pl,goksit@esolina.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2382384,281832,6881121993,BIESZCZADZKI DOM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,LESKI,LESKO,LESKO,UL. JÓZEFA PIŁSUDSKIEGO,1,,38-600,LESKO,,134696649,,,,,0,12/15/1975,12/15/1975,,bdk_lesko@poczta.onet.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2826593,850511001,8681600253,GMINNE CENTRUM KULTURY CZYTELNICTWA I SPORTU W BOCHNI,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,BOCHEŃSKI,BOCHNIA,ŁAPCZYCA,,334,,32-744,ŁAPCZYCA,,146105450,,,14,6116521,0,11/26/1997,9/2/1996,,biuro@gck.bochnia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2714051,284836,8681604860,MIEJSKI DOM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,BOCHEŃSKI,BOCHNIA,BOCHNIA,UL. REGIS,1,,32-700,BOCHNIA,,146116935,,,,146118961,0,12/15/1975,12/15/1975,,sekretariat@mdkbochnia.eu,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820591,120684787,8681892072,ŚWIETLICA WSPARCIA DZIENNEGO W BOCHNI - PLANETA UŚMIECHU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,BOCHEŃSKI,BOCHNIA,BOCHNIA,UL. KAZIMIERZA WIELKIEGO,26,,32-700,BOCHNIA,,146122914,,,,,0,5/5/2008,5/5/2008,,swietlica@swd-gminabochnia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3823704,850044924,8681014940,MIEJSKI OŚRODEK KULTURY W NOWYM WIŚNICZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,BOCHEŃSKI,NOWY WIŚNICZ,NOWY WIŚNICZ,RYNEK,6,,32-720,NOWY WIŚNICZ,,146128704,,,,,0,10/16/1992,6/1/1992,www.mok.nw.com.pl,mok@nowywisnicz.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2826587,851725187,8681626896,CENTRUM KULTURY SPORTU I TURYSTYKI W ŻEGOCINIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,BOCHEŃSKI,ŻEGOCINA,ŻEGOCINA,,378,2,32-731,ŻEGOCINA,,146132035,,,,,0,5/1/1998,4/28/1998,,cksit@zegocina.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i4757056,387278735,8681979293,CENTRUM KULTURY I TURYSTYKI W TRZCIANIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,BOCHEŃSKI,TRZCIANA,TRZCIANA,,302,,32-733,TRZCIANA,,146136122,,,,,0,11/1/2020,3/25/2020,,ckit@trzciana.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826603,850408600,8732790655,ZAKLICZYŃSKIE CENTRUM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,TARNOWSKI,ZAKLICZYN,ZAKLICZYN,RYNEK,1,,32-840,ZAKLICZYN,,146283330,,,,146283332,0,3/5/1996,7/4/1993,www.zakliczyninfo.pl,zck@kultura-zakliczyn.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i6039108,540585198,,GMINNE CENTRUM KULTURY I BIBLIOTEK W GROMNIKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,TARNOWSKI,GROMNIK,GROMNIK,UL. JANA PAWŁA II,11,,33-180,GROMNIK,,146285330,,,,,0,1/1/2025,1/1/2025,,gokgromnik@op.pl,"90.31.A - DZIAŁALNOŚĆ CENTRÓW KULTURY, DOMÓW I OŚRODKÓW KULTURY, KLUBÓW I ŚWIETLIC",'1-9, , , ,,,,,,,
i2826654,850424259,8711616834,GMINNY OŚRODEK KULTURY W OLEŚNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,DĄBROWSKI,OLESNO,ZALIPIE,,128A,,33-263,ZALIPIE,,146411938,,,,,0,5/22/1996,12/14/2000,,dommalarek@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826653,851803154,8711650392,GMINNE CENTRUM KULTURY I CZYTELNICTWA,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,DĄBROWSKI,GRĘBOSZÓW,GRĘBOSZÓW,,143,,33-260,GRĘBOSZÓW,,146416016,,,,,0,1/2/1997,1/2/1997,www.gck.greboszow.pl,gckgreboszow@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4789432,387631516,9930680175,GMINNE CENTRUM KULTURY W WIETRZYCHOWICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,TARNOWSKI,WIETRZYCHOWICE,WIETRZYCHOWICE,,19,,33-270,WIETRZYCHOWICE,,146418121,,,,,0,1/1/2021,9/21/2020,,gokwietrzychowice@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826651,852541785,8711632359,SAMORZĄDOWE CENTRUM KULTURY I BIBLIOTEK W SZCZUCINIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,DĄBROWSKI,SZCZUCIN,SZCZUCIN,UL. RUDNICKIEGO,23,,33-230,SZCZUCIN,,146436496,,,,146436496,0,12/13/2001,12/12/2001,www.sckibszczucin.pl,sckib-szczucin@o2.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2382038,1057500,8710003650,GMINNE CENTRUM KULTURY W ŻABNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,TARNOWSKI,ŻABNO,ŻABNO,UL. WŁADYSŁAWA JAGIEŁŁY,16,,33-240,ŻABNO,,146456679,,,,146456679,0,3/1/1982,3/1/1982,www.ckzabno.nazwa.pl,ckzabno@onet.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
